Metabolite	A01	A02	B01	B02	C01	C02	D01	D02	E01	E02	F01	F02	G01	H01	H25361	H25362	H25363	H25364	H25365
adocbl[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
akg[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
akg[fe]	2000	2000	2000	2104.61232	1918.578512	2000	4151.166138	2000	2000	2000	3913.842556	2000	2051.4679	2000	2000	2000	0	1616.70237	5234.05561
akg[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	0	2000	2000
ala_D[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ala_D[fe]	2000	2000	2000	5850.546598	4499.969902	2000	2873.775886	2000	2000	2000	4013.367195	2000	4680.562213	2000	2000	2000	0	4621.136754	0
ala_D[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	0	2000	2000
ala_L[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ala_L[fe]	2000	2000	2000	0	2792.674355	2000	3061.397701	0	2000	2000	2427.223661	2000	0	2000	2000	2000	2000	1687.6171	5008.210915
ala_L[u]	2000	2000	2000	2000	2000	2000	0	0	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
alaasp[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alaasp[fe]	2000	2000	2000	979.6607904	1999.015541	2000	2000	0	2000	2000	2000	2000	1763.739713	2000	2000	2000	2000	2000	1999.558166
alaasp[u]	2000	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
alagln[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alagln[fe]	2000	2000	2000	1997.269353	643.5099952	2000	225.9339841	0	2000	2000	2000	2000	1765.492721	2000	2000	2000	2000	2000	1932.354872
alagln[u]	2000	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
alaglu[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alaglu[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
alaglu[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
alagly[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alagly[fe]	2000	2000	2000	2000	2000	2000	1999.557994	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
alagly[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
alahis[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alahis[fe]	2000	2000	2000	1999.349096	1999.486403	2000	1998.573002	0	2000	2000	1989.076023	2000	2000	2000	2000	2000	2000	1982.328859	1998.089384
alahis[u]	2000	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
alaleu[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alaleu[fe]	2000	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	2000	1999.681009	2000	2000	2000	2000	1949.249783	2000
alaleu[u]	2000	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
alathr[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alathr[fe]	2000	2000	2000	1100.52783	1995.125024	2000	1919.161886	0	2000	2000	1970.909466	2000	1996.489205	2000	2000	2000	2000	1952.779807	1486.562481
alathr[u]	2000	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
alltn[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alltn[fe]	0	2000	2000	2000	0	2000	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	0	2000	2000
alltn[u]	0	2000	2000	2000	0	2000	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	0	2000	2000
alpz_4oh[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alpz_4oh[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
alpz_4oh[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
alpz_4oh_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alpz_4oh_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
alpz_4oh_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
alpz_aoh[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alpz_aoh[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
alpz_aoh[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
alpz_aoh_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alpz_aoh_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
alpz_aoh_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
am14[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
am14[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2035.243	2000	2000	2000	2000	2000	2000
am14[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
am14_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
am14_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	1964.757	2000	2000	2000	2000	2000	2000
am14_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
am1ccs[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
am1ccs[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
am1ccs[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
am1cglc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
am1cglc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
am1cglc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
am5[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
am5[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
am5[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
am5_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
am5_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
am5_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
am6[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
am6[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
am6[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
am6_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
am6_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
am6_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
amio[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amio[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
amio[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
amio_c[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amio_c[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
amio_c[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
amio_c_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amio_c_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
amio_c_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
amio_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amio_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
amio_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
amn_b_gly[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amn_b_gly[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
amn_b_gly[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
amn_b_gly_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amn_b_gly_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
amn_b_gly_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
amntd_m6[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amntd_m6[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
amntd_m6[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
amntd_m6_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amntd_m6_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
amntd_m6_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
anzp[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anzp[fe]	2000	2000	2000	0	2505.934964	2000	1487.086894	2000	2000	2000	967.2305502	2000	0	2000	2000	2000	2000	483.6407731	2564.755068
anzp[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
arab_D[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arab_D[fe]	2000	2000	2000	1994.604244	1989.179039	2000	1996.609777	2000	2000	2000	1999.995345	2000	1999.756285	2000	2000	2000	2000	1999.954288	1999.377016
arab_D[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
arab_L[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arab_L[fe]	2000	2000	2000	1999.829888	3190.004204	2000	1999.970315	2000	2000	2000	3939.812132	2000	1999.998838	2000	2000	2000	2000	2114.922665	2287.338057
arab_L[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
arabttr[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arabttr[fe]	2000	2000	2000	2000	1586.421698	2000	2000	2000	2000	2000	1333.333333	2000	2000	2000	2000	2000	2000	1790.636981	1853.580135
arabttr[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
arbt[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arbt[fe]	2000	2000	2000	2000	1997.930462	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
arbt[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
arg_L[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arg_L[fe]	0	0	0	1020.037474	1905.032876	2000	0	0	2000	2000	1948.838354	2000	1954.725999	2000	2000	2000	2000	1948.105004	1220.704281
arg_L[u]	0	0	0	-1.14E-13	2000	2000	971.4056527	0	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
asn_L[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asn_L[fe]	2000	2000	2000	1260.783377	1880.914509	2000	324.73837	2000	2000	2000	1990.270725	2000	1499.769182	2000	2000	2000	2000	1931.709982	217.7450647
asn_L[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
aso3[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aso3[fe]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aso3[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aso4[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aso4[fe]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aso4[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asp_L[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asp_L[fe]	2000	2000	2000	2517.35832	1369.544683	2000	3763.612964	2000	2000	2000	0	2000	2319.536329	2000	2000	2000	0	0	3778.586359
asp_L[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	0	2000	2000
atvacid[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
atvacid[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
atvacid[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
atvacylgluc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
atvacylgluc[fe]	2000	2000	2000	1614.506871	2000	2000	2000	2000	2000	2000	1986.357946	2000	1614.120712	2000	2000	2000	2000	1917.003154	0
atvacylgluc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
atvethgluc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
atvethgluc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
atvethgluc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
atvlac[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
atvlac[fe]	2000	2000	2000	2385.493129	2000	2000	2000	2000	2000	2000	2013.642054	2000	2385.879288	2000	2000	2000	2000	2082.996846	4000
atvlac[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
atvlacgluc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
atvlacgluc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
atvlacgluc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
bhb[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bhb[fe]	0	2000	2000	0	0	2000	1991.59122	2000	2000	2000	1985.117702	0	0	2000	2000	0	0	2307.524675	1234.05561
bhb[u]	0	2000	2000	0	0	2000	2000	2000	2000	2000	2000	0	0	2000	2000	0	0	2000	2000
bhpm[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bhpm[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
bhpm[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
bhpm_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bhpm_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
bhpm_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
bilr_355[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bilr_355[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
bilr_355[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
bilr_M10[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bilr_M10[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
bilr_M10[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
bilr_M12[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bilr_M12[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
bilr_M12[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
bilr_M14[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bilr_M14[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
bilr_M14[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
bilr_M15[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bilr_M15[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
bilr_M15[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
bilr_M16[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bilr_M16[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
bilr_M16[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
bilr_M7[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bilr_M7[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
bilr_M7[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
brv[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
brv[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	1999.143234	2000	2000	2000	2000	2000	2000	2000	2000
brv[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
bsn[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bsn[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
bsn[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
bsn_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bsn_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
bsn_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
btn[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
btn[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
btn[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
but[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
but[fe]	2000	2000	2000	2168.501569	3618.77437	2000	578.2109932	2000	2000	2000	0	2000	2671.261836	2000	2000	2000	2000	1732.638221	566.682367
but[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
butso3[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
butso3[fe]	0	2000	2000	2000	0	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	0	0	2000	2000
butso3[u]	0	2000	2000	2000	0	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	0	0	2000	2000
bvu[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bvu[fe]	2000	2000	2000	2000	4000	2000	2033.612057	2000	2000	2000	2029.379109	2000	3230.371451	2000	2000	2000	2000	4000	4000
bvu[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
bz[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bz[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	3888.636417
bz[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
bz_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bz_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
bz_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
bzam[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bzam[fe]	0	2000	2000	2000	2000	0	2000	2000	0	2000	0	0	2000	0	0	0	0	0	111.3635835
bzam[u]	0	2000	2000	2000	2000	0	2000	2000	0	2000	0	0	2000	0	0	0	0	0	2000
ca2[d]	0	0	0	-1.81E-14	0	0	-3.94E-14	0	0	0	0	0	0	0	0	0	0	0	0
ca2[fe]	0	0	0	0	1998.225959	2000	0	0	2000	0	1998.897211	2000	1999.808459	2000	2000	2000	2000	1998.395066	1997.927875
ca2[u]	0	0	0	0.803542353	2000	2000	0.701278736	0	2000	0	2000	2000	2000	2000	2000	2000	2000	2000	2000
caribup_s[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
caribup_s[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
caribup_s[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
caribupglu_S[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
caribupglu_S[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
caribupglu_S[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
cbl1[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cbl1[fe]	2000	2000	2000	2000.212883	2028.242194	2000	2826.883463	2000	2000	2000	2026.045255	2000	2014.028843	2000	2000	2000	2000	2041.112778	2054.209432
cbl1[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
cbl2[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cbl2[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
cbl2[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
cbz[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cbz[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
cbz[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
cbz_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cbz_glc[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
cbz_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
cd2[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cd2[fe]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
cd2[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
cd6168[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cd6168[fe]	2000	2000	2000	2000	2003.406569	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2545.786056	2000
cd6168[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
cd6168_glc[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cd6168_glc[fe]	2000	2000	2000	2000	1996.593431	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	1454.213944	2000
cd6168_glc[u]	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
cellb[d]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
